Day,Hour,Marginal Price (Pkr/Kwh)
7,9,10.600446
7,10,10.704319
7,11,11.024237
7,12,10.990991
7,13,6.2214
7,14,6.2214
7,15,14.758023
7,16,14.551241
7,17,14.55216
7,18,21.382578
7,19,21.187155
7,20,14.518546
7,21,14.505092
7,22,14.507742
7,23,21.09938
8,0,14.507337
8,1,14.950608
8,2,6.2214
8,3,6.1905
8,4,6.1905
8,5,14.547117
8,6,14.45843
8,7,14.451088
8,8,14.465353
8,9,22.577473
8,10,22.577473
8,11,22.577473
8,12,22.577473
8,13,14.544372
8,14,6.1905
8,15,12.164405
8,16,14.958342
8,17,14.543452
8,18,14.539328
8,19,14.549185
8,20,14.529931
8,21,14.522413
8,22,10.117422
8,23,14.723326
9,0,6.2214
9,1,6.2214
9,2,6.1905
9,3,5.5297
9,4,5.292
9,5,5.292
9,6,5.5297
9,7,5.292
9,8,5.5297
9,9,14.531756
9,10,14.516504
9,11,14.512421
9,12,14.534745
9,13,14.550335
9,14,14.548496
9,15,14.55193
9,16,14.550781
9,17,14.544372
9,18,14.5368
9,19,14.632856
9,20,14.889829
9,21,14.525793
9,22,6.2214
9,23,21.09938
10,0,6.1905
10,1,5.5297
10,2,5.5297
10,3,5.5297
10,4,5.292
10,5,5.5297
10,6,6.1905
10,7,5.292
10,8,5.292
10,9,5.5297
10,10,5.5297
10,11,5.5297
10,12,6.1905
10,13,6.1905
10,14,6.1905
10,15,6.2214
10,16,6.2214
10,17,6.2214
10,18,14.576228
10,19,14.566831
10,20,14.560422
10,21,14.55308
10,22,10.712626
10,23,21.769283
11,0,10.861548
11,1,6.2214
11,2,6.1905
11,3,5.5297
11,4,5.5297
11,5,5.5297
11,6,6.1905
11,7,6.1905
11,8,14.914898
11,9,14.928379
11,10,14.575552
11,11,14.547117
11,12,14.561787
11,13,21.09938
11,14,14.519357
11,15,14.526253
11,16,14.508351
11,17,14.506512
11,18,14.503051
11,19,14.506918
11,20,14.492247
11,21,10.621213
11,22,9.802954
11,23,21.48695
12,0,6.1905
12,1,5.5297
12,2,5.292
12,3,5.292
12,4,5.292
12,5,5.5297
12,6,6.1905
12,7,14.472898
12,8,14.48573
12,9,14.491638
12,10,14.501009
12,11,14.547806
12,12,6.2214
12,13,6.2214
12,14,6.2214
12,15,14.912532
12,16,14.913248
12,17,14.935937
12,18,14.544372
12,19,14.97427
12,20,6.2214
12,21,6.2214
12,22,5.292
12,23,21.48695
13,0,5.292
13,1,3.06645
13,2,3.06645
13,3,3.06645
13,4,3.06645
13,5,3.06645
13,6,5.292
13,7,6.2214
13,8,6.2214
13,9,6.2214
13,10,12.115562
13,11,12.141523
13,12,12.112944
13,13,25.522472
13,14,24.061876
13,15,22.3903
13,16,22.3903
13,17,22.465275
13,18,22.66628
13,19,22.3903
13,20,22.3903
13,21,14.89874
13,22,14.913248
13,23,22.3903
14,0,6.1905
14,1,6.1905
14,2,5.5297
14,3,5.5297
14,4,5.5297
14,5,5.5297
14,6,6.2214
14,7,6.2214
14,8,6.2214
14,9,6.2214
14,10,14.910639
14,11,14.826914
14,12,14.516099
14,13,14.539098
14,14,14.541154
14,15,14.506546
14,16,14.464669
14,17,14.534974
14,18,14.534974
14,19,14.529471
14,20,14.524888
14,21,14.526253
14,22,14.994268
14,23,21.30819
15,0,6.1905
15,1,6.1905
15,2,6.1905
15,3,6.1905
15,4,6.2214
15,5,14.641334
15,6,14.467843
15,7,14.498372
15,8,14.490219
15,9,14.636706
15,10,14.638129
15,11,14.529931
15,12,14.523508
15,13,14.524428
15,14,14.53634
15,15,14.543223
15,16,14.542763
15,17,14.524658
15,18,14.551011
15,19,14.58357
15,20,11.9853
15,21,6.2214
15,22,5.5297
15,23,21.30819
16,0,5.5287
16,1,6.1807
16,2,6.2106
16,3,6.2106
16,4,6.2106
16,5,14.550346
16,6,14.545527
16,7,14.517305
16,8,14.536689
16,9,14.563435
16,10,14.593958
16,11,12.8117
16,12,12.8117
16,13,14.934017
16,14,14.626398
16,15,14.735035
16,16,14.847354
16,17,14.650745
16,18,14.933543
16,19,14.934491
16,20,14.935438
16,21,14.935208
16,22,14.938524
16,23,21.3073
17,0,6.1807
17,1,6.1807
17,2,5.5287
17,3,5.5287
17,4,5.5287
17,5,6.2106
17,6,15.159756
17,7,15.159756
17,8,6.2106
17,9,6.2106
17,10,6.1807
17,11,5.5287
17,12,5.5287
17,13,5.5287
17,14,5.5287
17,15,5.5287
17,16,12.8117
17,17,14.499966
17,18,14.433924
17,19,12.8117
17,20,6.2106
17,21,6.1807
17,22,5.5287
17,23,21.3073
18,0,5.5287
18,1,5.5287
18,2,5.5287
18,3,6.1807
18,4,6.1807
18,5,6.2106
18,6,15.338981
18,7,15.338981
18,8,6.2106
18,9,6.1807
18,10,6.1807
18,11,6.1807
18,12,6.1807
18,13,6.1807
18,14,6.1807
18,15,6.2106
18,16,14.507722
18,17,14.510172
18,18,14.494051
18,19,14.49221
18,20,14.487527
18,21,14.46855
18,22,14.460794
18,23,21.3073
19,0,15.210325
19,1,6.2106
19,2,6.2106
19,3,6.2106
19,4,6.2106
19,5,6.2106
19,6,14.673231
19,7,21.726497
19,8,9.780081
19,9,6.2106
19,10,6.2106
19,11,6.2106
19,12,6.1807
19,13,6.1807
19,14,14.537095
19,15,14.534442
19,16,14.534036
19,17,14.525671
19,18,14.515058
19,19,14.516087
19,20,14.509549
19,21,14.476911
19,22,9.926239
19,23,21.3073
20,0,6.1807
20,1,5.5287
20,2,5.5287
20,3,5.5287
20,4,6.2106
20,5,14.622896
20,6,21.739476
20,7,21.712296
20,8,6.2106
20,9,6.1807
20,10,6.1807
20,11,6.1807
20,12,5.5287
20,13,5.5287
20,14,6.1807
20,15,14.531383
20,16,14.536079
20,17,14.524858
20,18,14.508331
20,19,14.501184
20,20,14.495689
20,21,14.487324
20,22,14.488136
20,23,21.3073
21,0,6.1807
21,1,5.5287
21,2,15.338981
21,3,15.338981
21,4,15.338981
21,5,14.587713
21,6,21.721674
21,7,21.707452
21,8,21.708074
21,9,21.653941
21,10,14.470187
21,11,6.2106
21,12,6.2106
21,13,6.2106
21,14,12.8117
21,15,14.568024
21,16,14.66739
21,17,14.539572
21,18,14.536079
21,19,14.520568
21,20,14.519755
21,21,14.519755
21,22,14.514043
21,23,21.3073
22,0,14.493442
22,1,14.495066
22,2,14.49221
22,3,14.473856
22,4,14.467941
22,5,14.465288
22,6,14.457938
22,7,14.511593
22,8,14.933787
22,9,14.921469
22,10,14.915554
22,11,14.905849
22,12,14.900868
22,13,14.615644
22,14,14.912238
22,15,14.910817
22,16,14.91106
22,17,14.910343
22,18,6.2106
22,19,6.2106
22,20,15.338981
22,21,15.338981
22,22,15.338981
22,23,21.3073
23,0,15.338981
23,1,15.338981
23,2,15.338981
23,3,15.338981
23,4,15.338981
23,5,15.338981
23,6,14.632643
23,7,14.573334
23,8,15.338981
23,9,15.338981
23,10,15.338981
23,11,14.678649
23,12,14.614266
23,13,14.665648
23,14,14.45856
23,15,14.472637
23,16,14.48773
23,17,21.737903
23,18,21.736164
23,19,21.712586
23,20,21.722875
23,21,21.728298
23,22,12.8117
23,23,21.3073
24,0,21.740801
24,1,15.338981
24,2,15.338981
24,3,21.680542
24,4,21.708674
24,5,21.696564
24,6,21.705031
24,7,21.724386
24,8,21.731941
24,9,21.709564
24,10,21.720742
24,11,21.708674
24,12,21.728609
24,13,21.750324
24,14,21.750096
24,15,21.747446
24,16,21.779118
24,17,21.776241
24,18,21.785101
24,19,21.780236
24,20,21.763179
24,21,21.760074
24,22,21.745004
24,23,21.3073
25,0,15.338981
25,1,15.338981
25,2,15.338981
25,3,15.338981
25,4,15.338981
25,5,15.338981
25,6,21.766284
25,7,21.693852
25,8,21.700518
25,9,21.707763
25,10,21.719252
25,11,15.338981
25,12,15.338981
25,13,15.338981
25,14,21.737696
25,15,21.764504
25,16,21.754547
25,17,21.741236
25,18,21.735937
25,19,21.742354
25,20,21.741691
25,21,21.735254
25,22,21.736371
25,23,21.3073
26,0,15.338981
26,1,15.338981
26,2,15.338981
26,3,15.338981
26,4,15.338981
26,5,15.338981
26,6,15.338981
26,7,15.338981
26,8,15.338981
26,9,15.338981
26,10,15.338981
26,11,6.2106
26,12,6.2106
26,13,6.1807
26,14,6.2106
26,15,14.476712
26,16,14.485686
26,17,14.486701
26,18,14.478959
26,19,14.477524
26,20,14.478756
26,21,14.455082
26,22,6.1807
26,23,21.0985
27,0,15.338981
27,1,15.338981
27,2,15.338981
27,3,15.338981
27,4,15.338981
27,5,15.338981
27,6,15.338981
27,7,15.338981
27,8,15.338981
27,9,15.338981
27,10,15.338981
27,11,15.338981
27,12,15.338981
27,13,15.338981
27,14,6.1807
27,15,6.1807
27,16,14.447918
27,17,14.463041
27,18,14.457532
27,19,14.455082
27,20,14.25325
27,21,14.25325
27,22,14.45022
27,23,21.0985
28,0,15.338981
28,1,15.338981
28,2,15.338981
28,3,15.338981
28,4,15.338981
28,5,15.316219
28,6,14.47232
28,7,21.737489
28,8,21.724386
28,9,21.742582
28,10,21.748564
28,11,21.751214
28,12,14.473247
28,13,14.493442
28,14,14.516696
28,15,21.744569
28,16,21.738359
28,17,21.738586
28,18,14.705263
28,19,14.470187
28,20,14.54301
28,21,21.750324
28,22,21.741919
28,23,21.3073
29,0,6.2106
29,1,6.2106
29,2,12.8117
29,3,12.8117
29,4,14.935912
29,5,14.561594
29,6,21.711675
29,7,21.689319
29,8,21.707452
29,9,21.707163
29,10,14.938051
29,11,14.938755
29,12,14.61086
29,13,14.670528
29,14,14.942071
29,15,14.523965
29,16,14.496907
29,17,14.472637
29,18,5.5287
29,19,5.5287
29,20,21.727718
29,21,21.736144
29,22,21.758521
29,23,21.3073
30,0,21.940087
30,1,21.954764
30,2,21.965756
30,3,21.947436
30,4,21.936402
30,5,21.737696
30,6,21.689319
30,7,21.692651
30,8,21.701698
30,9,21.685406
30,10,5.5287
30,11,5.5287
30,12,5.5287
30,13,5.5287
30,14,5.5287
30,15,5.5287
30,16,5.5287
30,17,5.5287
30,18,14.472218
30,19,14.465897
30,20,14.454879
30,21,5.5287
30,22,21.750096
30,23,21.3073
1,0,22.337632
1,1,22.372646
1,2,22.277329
1,3,22.281533
1,4,22.248515
1,5,22.283784
1,6,22.273634
1,7,22.297649
1,8,22.284697
1,9,22.264015
1,10,22.283571
1,11,6.1807
1,12,6.1807
1,13,6.1807
1,14,6.1807
1,15,6.1807
1,16,6.1807
1,17,6.2106
1,18,6.2106
1,19,6.1807
1,20,3.06601
1,21,6.1807
1,22,22.339458
1,23,21.84431
2,0,21.63132
2,1,21.63132
2,2,21.63132
2,3,21.63132
2,4,21.63132
2,5,21.63132
2,6,21.63132
2,7,21.63132
2,8,21.63132
2,9,21.63132
2,10,21.63132
2,11,21.63132
2,12,21.63132
2,13,21.63132
2,14,21.907356
2,15,21.907356
2,16,21.907356
2,17,21.907356
2,18,21.907356
2,19,21.907356
2,20,21.63132
2,21,21.63132
2,22,21.63132
2,23,21.84431
3,0,22.277031
3,1,22.286289
3,2,22.286077
3,3,22.295589
3,4,22.297437
3,5,22.281299
3,6,22.293105
3,7,22.273634
3,8,22.272678
3,9,22.277031
3,10,22.293339
3,11,22.2665
3,12,3.06601
3,13,3.06601
3,14,6.1807
3,15,10.55255
3,16,22.285164
3,17,22.272997
3,18,22.258749
3,19,22.2727
3,20,22.266181
3,21,22.277966
3,22,22.263399
3,23,22.735149
4,0,21.63132
4,1,21.63132
4,2,21.63132
4,3,21.63132
4,4,21.63132
4,5,21.63132
4,6,21.63132
4,7,21.63132
4,8,21.84431
4,9,21.63132
4,10,21.84431
4,11,21.907356
4,12,21.907356
4,13,21.907356
4,14,21.907356
4,15,21.907356
4,16,21.907356
4,17,21.907356
4,18,21.907356
4,19,21.907356
4,20,21.907356
4,21,21.907356
4,22,21.84431
4,23,21.84431
5,0,21.84431
5,1,21.84431
5,2,21.84431
5,3,21.84431
5,4,21.84431
5,5,21.63132
5,6,21.84431
5,7,21.84431
5,8,21.84431
5,9,21.84431
5,10,21.84431
5,11,21.907356
5,12,21.84431
5,13,21.84431
5,14,21.84431
5,15,21.907356
5,16,21.907356
5,17,21.84431
5,18,21.84431
5,19,21.84431
5,20,21.84431
5,21,21.84431
5,22,21.84431
5,23,21.84431
6,0,21.63132
6,1,21.63132
6,2,21.63132
6,3,21.84431
6,4,21.84431
6,5,21.63132
6,6,21.84431
6,7,21.84431
6,8,21.84431
6,9,21.84431
6,10,21.84431
6,11,21.84431
6,12,21.84431
6,13,21.84431
6,14,21.84431
6,15,21.907356
6,16,21.907356
6,17,21.84431
6,18,21.84431
6,19,21.84431
6,20,22.05599
6,21,21.84431
6,22,22.459427
6,23,21.84431
7,0,22.884098
7,1,22.884098
7,2,22.884098
7,3,22.884098
7,4,22.884098
7,5,22.884098
7,6,21.907356
7,7,21.84431
7,8,21.84431
7,9,21.84431
7,10,21.84431
7,11,21.907356
7,12,22.884098
7,13,22.884098
7,14,22.40312
7,15,22.268326
7,16,21.907356
7,17,21.84431
7,18,22.077224
7,19,22.884098
7,20,22.077224
7,21,21.84431
7,22,22.671762
7,23,21.84431
8,0,3.06601
8,1,3.06601
8,2,3.06601
8,3,3.06601
8,4,22.884098
8,5,22.884098
8,6,22.884098
8,7,22.884098
8,8,22.884098
8,9,22.884098
8,10,22.884098
8,11,22.884098
8,12,22.884098
8,13,22.884098
8,14,22.884098
8,15,22.884098
8,16,22.884098
8,17,22.884098
8,18,22.884098
8,19,22.077224
8,20,21.84431
8,21,21.84431
8,22,21.84431
8,23,21.84431
9,0,21.63132
9,1,21.63132
9,2,21.84431
9,3,21.84431
9,4,21.84431
9,5,21.84431
9,6,21.84431
9,7,21.84431
9,8,21.84431
9,9,21.84431
9,10,21.84431
9,11,21.84431
9,12,21.84431
9,13,21.84431
9,14,21.84431
9,15,21.84431
9,16,21.84431
9,17,21.84431
9,18,21.84431
9,19,21.84431
9,20,21.84431
9,21,21.84431
9,22,21.84431
9,23,21.84431
10,0,21.84431
10,1,21.84431
10,2,21.84431
10,3,21.84431
10,4,21.84431
10,5,21.84431
10,6,21.84431
10,7,21.84431
10,8,21.84431
10,9,21.84431
10,10,21.84431
10,11,21.84431
10,12,21.84431
10,13,21.84431
10,14,21.84431
10,15,21.84431
10,16,21.84431
10,17,21.84431
10,18,21.84431
10,19,21.84431
10,20,21.84431
10,21,21.84431
10,22,21.84431
10,23,21.84431
11,0,21.84431
11,1,21.84431
11,2,21.84431
11,3,21.84431
11,4,21.84431
11,5,21.84431
11,6,21.84431
11,7,21.84431
11,8,21.84431
11,9,22.766889
11,10,21.84431
11,11,21.84431
11,12,21.84431
11,13,21.84431
11,14,21.84431
11,15,21.84431
11,16,21.84431
11,17,21.84431
11,18,21.84431
11,19,21.84431
11,20,21.84431
11,21,21.84431
11,22,22.459427
11,23,21.84431
12,0,22.884098
12,1,5.292
12,2,5.292
12,3,22.884098
12,4,21.84431
12,5,22.884098
12,6,21.84431
12,7,21.84431
12,8,22.459427
12,9,22.884098
12,10,22.884098
12,11,22.884098
12,12,22.884098
12,13,22.884098
12,14,22.884098
12,15,22.268326
12,16,21.84431
12,17,21.84431
12,18,21.84431
12,19,21.84431
12,20,21.84431
12,21,22.671762
12,22,5.292
12,23,21.63132
13,0,5.292
13,1,5.292
13,2,5.292
13,3,5.292
13,4,5.292
13,5,5.292
13,6,21.84431
13,7,21.84431
13,8,22.884098
13,9,22.884098
13,10,22.884098
13,11,22.884098
13,12,22.884098
13,13,22.884098
13,14,21.84431
13,15,22.884098
13,16,22.884098
13,17,22.884098
13,18,22.884098
13,19,21.907356
13,20,21.84431
13,21,22.077224
13,22,22.884098
13,23,21.84431
14,0,22.884098
14,1,22.884098
14,2,5.292
14,3,22.884098
14,4,22.884098
14,5,21.84431
14,6,21.84431
14,7,21.84431
14,8,22.884098
14,9,22.884098
14,10,21.84431
14,11,22.766889
14,12,21.84431
14,13,21.84431
14,14,21.63132
14,15,22.472287
14,16,29.161144
14,17,21.63132
14,18,21.84431
14,19,21.84431
14,20,21.84431
14,21,21.84431
14,22,22.268326
14,23,21.84431
15,0,21.84431
15,1,21.84431
15,2,21.84431
15,3,21.84431
15,4,22.437703
15,5,24.296723
15,6,22.766889
15,7,22.766889
15,8,21.84431
15,9,21.84431
15,10,21.84431
15,11,21.84431
15,12,21.907356
15,13,21.63132
15,14,14.66149
15,15,11.9849
15,16,11.9849
15,17,15.051921
15,18,11.9849
15,19,11.05332
15,20,11.011767
15,21,11.9849
15,22,11.020083
15,23,21.84431
16,0,21.64014
16,1,21.64014
16,2,21.64014
16,3,24.210182
16,4,21.64014
16,5,21.64014
16,6,21.8532
16,7,21.8532
16,8,21.8532
16,9,21.8532
16,10,21.64014
16,11,21.64014
16,12,21.64014
16,13,21.64014
16,14,21.64014
16,15,16.993277
16,16,21.8532
16,17,22.064987
16,18,22.893438
16,19,21.8532
16,20,21.8532
16,21,14.627498
16,22,11.9849
16,23,21.8532
17,0,21.64014
17,1,21.64014
17,2,23.822565
17,3,21.64014
17,4,21.64014
17,5,21.8532
17,6,21.8532
17,7,21.8532
17,8,21.8532
17,9,21.8532
17,10,21.8532
17,11,21.64014
17,12,21.64014
17,13,21.64014
17,14,21.64014
17,15,21.64014
17,16,21.8532
17,17,21.8532
17,18,21.8532
17,19,21.8532
17,20,22.893438
17,21,22.893438
17,22,22.064987
17,23,21.8532
18,0,25.66418
18,1,25.284014
18,2,21.64014
18,3,22.77618
18,4,22.77618
18,5,22.77618
18,6,22.527575
18,7,22.77618
18,8,21.8532
18,9,21.64014
18,10,21.64014
18,11,21.64014
18,12,21.64014
18,13,21.64014
18,14,21.64014
18,15,22.414533
18,16,21.8532
18,17,21.8532
18,18,21.8532
18,19,21.8532
18,20,21.8532
18,21,21.8532
18,22,21.64014
18,23,23.10732
19,0,22.77618
19,1,11.9849
19,2,11.9849
19,3,26.298969
19,4,26.292867
19,5,24.168049
19,6,24
19,7,24
19,8,22.77618
19,9,22.77618
19,10,11.9849
19,11,11.9849
19,12,22.77618
19,13,22.77618
19,14,22.064987
19,15,22.064987
19,16,22.893438
19,17,22.893438
19,18,21.8532
19,19,21.8532
19,20,21.8532
19,21,21.8532
19,22,21.64014
19,23,21.8532
20,0,14.798691
20,1,15.145055
20,2,11.9849
20,3,11.9849
20,4,11.9849
20,5,11.9849
20,6,21.91629
20,7,22.03911
20,8,22.03911
20,9,22.03911
20,10,22.03911
20,11,22.03911
20,12,22.03911
20,13,25.025152
20,14,22.681015
20,15,14.68063
20,16,14.744522
20,17,22.507625
20,18,22.03911
20,19,22.507625
20,20,22.507625
20,21,22.03911
20,22,22.03911
20,23,21.8532
21,0,22.03911
21,1,5.5287
21,2,5.5287
21,3,5.5287
21,4,22.507625
21,5,22.03911
21,6,22.03911
21,7,22.77618
21,8,22.77618
21,9,22.77618
21,10,22.77618
21,11,22.77618
21,12,22.47221
21,13,22.064987
21,14,22.490665
21,15,22.589855
21,16,22.594479
21,17,22.486062
21,18,22.40993
21,19,22.03911
21,20,22.03911
21,21,22.03911
21,22,11.9849
21,23,22.03911
22,0,22.77618
22,1,22.507625
22,2,21.64014
22,3,21.64014
22,4,22.77618
22,5,22.03911
22,6,22.03911
22,7,22.03911
22,8,22.03911
22,9,22.03911
22,10,22.03911
22,11,22.03911
22,12,22.507625
22,13,19.317626
22,14,21.64014
22,15,22.46067
22,16,22.439925
22,17,22.42147
22,18,21.64014
22,19,22.507625
22,20,22.507625
22,21,22.507625
22,22,22.507625
22,23,22.03911
23,0,22.507625
23,1,22.507625
23,2,22.03911
23,3,22.507625
23,4,21.64014
23,5,22.03911
23,6,22.77618
23,7,22.77618
23,8,22.03911
23,9,22.03911
23,10,22.03911
23,11,22.03911
23,12,21.64014
23,13,22.064987
23,14,22.086229
23,15,22.462983
23,16,22.03911
23,17,22.03911
23,18,22.03911
23,19,22.03911
23,20,22.03911
23,21,24
23,22,14.908205
23,23,24
24,0,11.9849
24,1,11.9849
24,2,11.930731
24,3,11.982669
24,4,11.964528
24,5,22.507625
24,6,22.086229
24,7,22.468591
24,8,22.893438
24,9,22.893438
24,10,22.893438
24,11,22.03911
24,12,11.9849
24,13,11.9849
24,14,22.414533
24,15,22.681015
24,16,24
24,17,24
24,18,24
24,19,24
24,20,24.730025
24,21,22.814075
24,22,11.9849
24,23,23.869272
25,0,21.55686
25,1,22.03911
25,2,21.55686
25,3,21.55686
25,4,21.55686
25,5,21.55686
25,6,22.77618
25,7,22.77618
25,8,22.77618
25,9,22.03911
25,10,22.03911
25,11,21.55686
25,12,21.55686
25,13,21.55686
25,14,21.55686
25,15,22.419157
25,16,23.61376
25,17,24
25,18,24
25,19,24
25,20,22.03911
25,21,21.55686
25,22,21.55686
25,23,23.868678
26,0,21.55686
26,1,21.55686
26,2,21.55686
26,3,21.55686
26,4,21.55686
26,5,21.55686
26,6,24
26,7,24
26,8,22.77618
26,9,21.55686
26,10,21.55686
26,11,21.55686
26,12,21.55686
26,13,21.55686
26,14,21.55686
26,15,21.55686
26,16,22.449152
26,17,24
26,18,24
26,19,24
26,20,24
26,21,24
26,22,21.55686
26,23,23.786869
27,0,21.55686
27,1,21.55686
27,2,21.55686
27,3,21.55686
27,4,21.55686
27,5,21.55686
27,6,21.55686
27,7,22.03911
27,8,24.031339
27,9,24
27,10,22.03911
27,11,22.03911
27,12,22.03911
27,13,22.03911
27,14,21.55686
27,15,21.55686
27,16,21.55686
27,17,22.4353
27,18,24.851279
27,19,24.851279
27,20,24
27,21,22.543717
27,22,21.55686
27,23,23.867515
28,0,11.9849
28,1,11.9849
28,2,11.9849
28,3,21.55686
28,4,21.55686
28,5,23.399105
28,6,22.4353
28,7,22.507625
28,8,24
28,9,24
28,10,22.03911
28,11,22.03911
28,12,21.64014
28,13,14.921278
28,14,22.888901
28,15,24.392864
28,16,24
28,17,24
28,18,24
28,19,24
28,20,24
28,21,24
28,22,24
28,23,24
29,0,11.9849
29,1,11.9849
29,2,11.9849
29,3,11.9849
29,4,11.9849
29,5,11.9849
29,6,14.812002
29,7,22.03911
29,8,24
29,9,24
29,10,24
29,11,24
29,12,21.64014
29,13,11.9849
29,14,11.9849
29,15,22.507625
29,16,23.549837
29,17,24
29,18,24
29,19,23.975468
29,20,24.851279
29,21,24
29,22,11.9849
29,23,22.959681
30,0,11.941227
30,1,11.95164
30,2,21.55686
30,3,21.55686
30,4,21.55686
30,5,21.55686
30,6,22.972035
30,7,22.03911
30,8,23.1973
30,9,23.1973
30,10,23.1973
30,11,22.03911
30,12,22.03911
30,13,21.64014
30,14,24
30,15,22.442215
30,16,24
30,17,24
30,18,24
30,19,24
30,20,24
30,21,24
30,22,24
30,23,24
31,0,11.9849
31,1,11.9849
31,2,11.9849
31,3,11.94888
31,4,11.946421
31,5,11.928314
31,6,22.03911
31,7,21.55686
31,8,22.03911
31,9,24
31,10,24
31,11,24
31,12,25.006291
31,13,25.639735
31,14,24.002101
31,15,31.1449
31,16,32.3471
31,17,31.1449
31,18,32.568817
31,19,33.321971
31,20,33.048634
31,21,33.283265
31,22,11.9849
31,23,22.982647
1,0,21.35491
1,1,21.87079
1,2,21.87079
1,3,21.87079
1,4,21.35491
1,5,21.35491
1,6,21.17786
1,7,21.35491
1,8,32.0167
1,9,31.05037
1,10,31.05037
1,11,32.682329
1,12,34.178506
1,13,34.089761
1,14,21.600343
1,15,34.513657
1,16,33.925368
1,17,33.8985
1,18,33.8985
1,19,35.2498
1,20,35.2498
1,21,35.484683
1,22,21.87079
1,23,21.87079
2,0,21.87079
2,1,21.87079
2,2,21.87079
2,3,11.00346
2,4,10.995153
2,5,10.990991
2,6,21.51612
2,7,32.0167
2,8,34.954356
2,9,34.8934
2,10,34.879615
2,11,34.927139
2,12,33.859115
2,13,21.87079
2,14,21.625716
2,15,33.882893
2,16,36.20855
2,17,36.20855
2,18,36.20855
2,19,36.20855
2,20,33.8985
2,21,31.5824
2,22,21.87079
2,23,21.635253
3,0,21.87079
3,1,11.040851
3,2,21.87079
3,3,21.87079
3,4,21.87079
3,5,21.87079
3,6,34.965345
3,7,34.933791
3,8,34.888163
3,9,34.859018
3,10,34.956091
3,11,33.8985
3,12,34.585816
3,13,31.951214
3,14,32.0167
3,15,32.0167
3,16,34.476078
3,17,35.2498
3,18,35.2498
3,19,35.2498
3,20,21.675699
3,21,21.625716
3,22,21.56932
3,23,21.87079
4,0,21.87079
4,1,21.87079
4,2,21.87079
4,3,21.87079
4,4,21.87079
4,5,21.87079
4,6,21.593698
4,7,21.584831
4,8,33.8985
4,9,33.8985
4,10,21.87079
4,11,21.87079
4,12,21.87079
4,13,21.87079
4,14,21.87079
4,15,21.87079
4,16,21.677921
4,17,32.622418
4,18,32.0167
4,19,32.0167
4,20,21.669054
4,21,21.51612
4,22,21.87079
4,23,21.87079
5,0,21.87079
5,1,21.87079
5,2,21.87079
5,3,21.87079
5,4,21.87079
5,5,21.87079
5,6,21.553788
5,7,21.540498
5,8,21.625716
5,9,21.622499
5,10,21.87079
5,11,21.87079
5,12,21.87079
5,13,21.87079
5,14,21.87079
5,15,32.0167
5,16,32.0167
5,17,32.0167
5,18,33.773203
5,19,32.144076
5,20,35.020699
5,21,31.5824
5,22,21.87079
5,23,21.87079
6,0,21.87079
6,1,21.87079
6,2,21.87079
6,3,21.87079
6,4,21.87079
6,5,21.87079
6,6,32.0167
6,7,35.952391
6,8,35.305435
6,9,21.87079
6,10,21.87079
6,11,21.625716
6,12,21.87079
6,13,21.87079
6,14,21.87079
6,15,21.625716
6,16,21.657966
6,17,30.266947
6,18,30.071936
6,19,30.311343
6,20,32.064745
6,21,21.560453
6,22,21.87079
6,23,21.87079
7,0,21.35491
7,1,21.35491
7,2,26.741342
7,3,21.35491
7,4,21.35491
7,5,21.87079
7,6,21.87079
7,7,21.87079
7,8,27.462619
7,9,21.87079
7,10,21.87079
7,11,21.87079
7,12,21.35491
7,13,21.35491
7,14,21.87079
7,15,21.759942
7,16,26.23014
7,17,26.23014
7,18,26.286437
7,19,21.666832
7,20,21.618076
7,21,21.87079
7,22,21.87079
7,23,21.87079
8,0,21.87079
8,1,21.87079
8,2,21.87079
8,3,21.87079
8,4,21.87079
8,5,21.629164
8,6,21.536054
8,7,21.560453
8,8,21.547143
8,9,21.87079
8,10,21.87079
8,11,21.87079
8,12,21.87079
8,13,21.35491
8,14,21.87079
8,15,21.87079
8,16,21.766587
8,17,21.95361
8,18,21.87079
8,19,21.87079
8,20,21.87079
8,21,21.74441
8,22,21.87079
8,23,21.87079
9,0,21.686787
9,1,21.625716
9,2,21.87079
9,3,21.87079
9,4,21.87079
9,5,21.762144
9,6,21.560453
9,7,21.87079
9,8,21.87079
9,9,21.87079
9,10,21.87079
9,11,21.87079
9,12,21.87079
9,13,21.87079
9,14,21.87079
9,15,21.87079
9,16,21.87079
9,17,21.87079
9,18,21.87079
9,19,21.87079
9,20,21.87079
9,21,21.74441
9,22,21.87079
9,23,21.87079
10,0,11.00346
10,1,11.011767
10,2,10.986837
10,3,11.024237
10,4,11.057474
10,5,11.007614
10,6,21.87079
10,7,21.87079
10,8,21.87079
10,9,21.87079
10,10,21.87079
10,11,21.87079
10,12,21.87079
10,13,25.96086
10,14,25.96086
10,15,25.96086
10,16,25.96086
10,17,26.23014
10,18,26.23014
10,19,26.23014
10,20,26.23014
10,21,26.23014
10,22,21.625716
10,23,27.099143
11,0,21.35491
11,1,21.17786
11,2,21.17786
11,3,21.17786
11,4,26.908906
11,5,27.71445
11,6,26.872494
11,7,26.292841
11,8,26.46986
11,9,26.46986
11,10,26.46986
11,11,26.46986
11,12,26.46986
11,13,26.46986
11,14,30.0641
11,15,30.0641
11,16,32.0167
11,17,32.0167
11,18,32.0167
11,19,32.0167
